sentiment,content
sadness,i meant mamas
love,"i am making my mommy her mother is day present, i love her"
worry,watching my bro play footyball
neutral," no, i am working on it all day monday. will try to remember to email but if you are smart you will remind me."
love," aaww!! that is so good to know, i am glad james is doing great  we love you guys! kisses from venezuela!"
love,"success! another paper demolished! the rock god lives on! 2 more..well, 1.5 to go. yes!! out to celebrate awesomeness .."
happiness,watching next day air
happiness,belting next to normal is a fabulous evening choice
neutral, is that it is welsh name?
neutral,  its suzi
neutral, thanks
love,"watching cavs game. lebron james, my newest love!  36 pts for cavs, 17 by lebron!"
love, i  have a visual.  i am smiling.  see
worry,tooth ache..but still sipping lol at the fam. partyy
worry,just getting off of work for the day! hope everyone has a wonderful mother is day tomorrow! hope you enjoy ur cheesecakes too!
happiness," yes! it is on youtube  its from may 7th, and it made me feel 100x better. it is halarious."
neutral,the goonies. projected. on a garage door. amazing.
love, well thank you darling..it was a pleasure shopping with you..you will see the first pics!
neutral,well i do not think i am getting a call anytime soon. painting my nails!
neutral,just bought a good chocolate and a magazine.. later i will play comanche 4.. my good saturday
neutral, oh that is discreet
love," yeah she is part lab, part spaniel.. all energy hehe but i love her to death"
neutral,watching the film real women have curves  why are good films on in the middle of the night?
surprise, last i looked.  hi back..
love,boy is all graduated!  so proud of him!
neutral,going 4 a swim
happiness,went shopping a lil.. i deserve it.. and now a night on the town in the big city of norfolk
neutral, thats on fox isnt it? never watched it
happiness,i wish i can see clips of your show that you hosted. hottie shawn in the 80 is! and yes your still a hottie!
love,spending quality time with my family! god knows i need this right now..
sadness,if you save these pix from the today show please credit ww.wireimage.com thanks
love, happy early mothers day!!
sadness, poor grace!! you need to date a cute male nurse.
happiness,"  i am here to make friends.. real life, internet.. what ever level people are comfortable with.."
love,ha ha ha  i know! love it! love him!
neutral, lol what..i was thirsty!
neutral," i know, but i wanna finish bsg first"
love,the goonies. projected. on a garage door. with my friends. amazing.
surprise,"world is happiest places ..  denmark, finland and the netherlands"
worry, what are you reading?
worry,ops  that lol wasnt supposed to got to twitter
surprise, yo i got my blur tickets yesterday  i am going on the 1st day whatbouts u?
neutral, i do not think he is confirmed but i have a feeling he will be at glen helen. just my opinion
love, ..i am so happy for you guys! congratulations!
love,good luck tonight boy
surprise,"we went, we bought, we conquered! and we came back with the most delicious custard croissant"
surprise," ouch, give me a heads up so i will know when to duck"
happiness,saw hannah montana movie today!! was the best!! was awesomee!!  hannah  and miley rocks! lol
happiness,at the  concert! i hope  makes a guest appearance
worry,resting had a whole day of walking
neutral,is watching bruce almighty
neutral, very true.  and well behaved women rarely make history.
worry, it was quiet.. unfortunatly but what the hell it is good the chill out too right?
neutral, it is a date!
neutral, yea so wassup
surprise," i am ok, i think i will just take the attitude that mothers day is an invented hallmark holiday from now on"
neutral, 0k..enjoy dora the explorer..  greetings to your niece!!
love,just had a bbq.. yum im full now
love," i love the video!! you are inspiration mr. leslie, ca not wait for the new album still rocking the debut."
worry, they open at 9 a.m.  and i hope to be there shortly after that.  no guarantees for me though!
neutral," heyy!  told me to follow u, whatsup?"
neutral, can i also have a swirly flat white?
worry," i be ok, you?"
love,i completely forgot it was mothersday today.. lol  happy mothersday to all of you beautiful mums out there!
love," glad to hear you made it out, i hear that place used to be it is own country  looking forward to your arrival!"
love, nice to tweet u
neutral, sounds like you won backstage passes
worry,pretty  is it long or short? sparkly or shiny? lol
happiness, her new cd is lovely.
neutral, that is the only way to get things done. no distractions
happiness," happy birthday keshia, keshia, bo beshia"
love,"wow, nothing like a sale to perk up a girl is evening, huh!"
sadness,just finished mowing the lawn.
neutral, thanks
happiness, me and that person have something in common then! lol jk..
happiness, its because we run on cpt!!
worry,ok peeps..i am not crazy..i was twittering 2 someone but had no idea how 2 direct msg from my cell! blonde moment!
love, hey mate fancy finden you on hea
neutral,"out with bre, jimmy, and jon p?"
worry, hehe hell. i am finna qet to drankin damnit.
happiness,less than 24 hrs until graduation!! going out tonight to celebrate
surprise, omg its working
worry, omg that is really good i want to see the photos! have a nice day
love, aww how cute  i like that song a lot
surprise,dan and alli are here. they suprised me
worry, i really do not want to send it over this site..it is kinds private..
neutral, welcomee backk
happiness,going to another birthday party tonite
neutral,just got back from baby sitting. it went well.
worry,"recovering from my crazy family. i love them, but they ai not got it all  i only see em a couple of times a year, so i guess i can deal."
happiness,i cooked breakfast for my mom  happy
neutral, not a lot!! im bored! my names crissy btw lol how u doinn??
neutral, we found a ride
worry,i gots a summer job
neutral,  make sure ur plantin next to the water in the soil
worry,hanging out with my babyy
surprise, it was amazing
surprise," were you able to watch it online?!  i hope you were!  and yeah, belinda jensen was really good"
neutral,
happiness, no becuz we are being honest! lets look at the big picture..my happy ending with the smile on my face
neutral,yay my ears match
love,i love you mom!
happiness,lol. my moms present cost 69 dollars.
love," so then fuckin awesome super sexy stud muffin beast, how is that sound to you "
happiness,"  hope you guys are having fun!  ca not wait for ya will to be back, wilmy is not the same without you"
neutral,  thank you pretty lady.
surprise,"trying to decide what to do tonight. study chem or write the night away. the night is still young, perhaps i will do both"
love,is still sick. but still loves revenge and the possibility of more revenge to come
neutral,playing wii!
sadness,"i am in va for the weekend, my youngest son turns 2 tomorrow..it makes me kinda sad, he is getting so big, check out my twipics"
neutral, your cave? does it have an espresso machine?
love,wishes  would admit she has a new lovah
neutral," oh, i do not really have much of an opinion on her either way. it is just a night to rip everything."
neutral,tv time  see yall later! xoxo
happiness,i am feeling better now that i have something in my tummy
worry, son! wtf?? she just bit holes in the damn bread!! who does that?? why has god forsaken me?? why?
neutral," pfft, cydia apps ftw, code on the phone, make, reload springboard"
neutral," it makes me happy to hear a girl talk, or tweet, about the nba. but.. could you give my nuggets some love?!"
love,loving the cairns clan
neutral, pad thai is my favourite
sadness, i could have! i had extra tickets. plus we had two twitter giveaways  we will get you next time.
worry, can you play i wish by jordan knight
neutral,is maxin and relaxin.. ahh
surprise, yr very young looking dude
love, i hope for a speedy recovery for you!
happiness, just left you a message! hope you get it
happiness,definitely ready for a plate of pancakes.
happiness,"family is here,hanging with them"
neutral,back in wayland  its good to be home
neutral,hanging with bri
love,happy mother is day to all the mums
love,in a really good mood for absolutely no reason  tee her
worry,happy mothers day to all the mothers out there!
happiness, oh wow thanks wayne
happiness,had a nice pre mother is day dinner out. now a cocktail before retiring for the evening
love, thanx love
worry, they better not be out when i get there.  i need my fix!
worry,rewarding myself with dinner at american dream pizza on the rooftop terrace. perfection  got 7 pages done on the prospectus!!
worry," yeah i checked it, pretty nice site"
love,happy mother is day to mommy
neutral,and to james is we go!
love, aw you are the shit  thanks so much for the twitter lovee. i appreciate every last drop
love,"love story on loop for the past 30 minutes. i love this song.. it makes me happy, like this!"
happiness," you do not need my physical presence, you have my energy already!!"
neutral, lol thx
neutral, thanks for that..am now following them..love good causes
neutral, i agree
neutral,good morning!
neutral, ah but you are already on my list
surprise," no, sir, they did not! i was amazed when i woke up this morning."
neutral, thanks for the answer  i had been wondering the whole week
worry,i am promsing miiself im not goin to hurt miiself for the rest of the day..wow that will be a miricle if it happens  lol
neutral,"thanks to all the people who added me on skype  if you want to add me, my name is same as my twitter name, and my yt name, and blogtv, etc"
happiness,ok we found our way now.. i think  tonight let is just let go its dance time!
love, honored to tweet ya..
love,"uh, happy mother is day mum."
neutral,getting ready for an early night tweeps!  have a great one every 1
worry,"tomorrow is mother is day. i need to get all my crap together soon.. noor left, it was fun  it is been nine months!"
sadness,"nanay cried after reading the card i gave her. hugged her and next thing i knew, i was crying, too! haha we are such cry babies. love her."
happiness, nothinbg home about to jump in the shower the streets is calling mee  what is it 4 tonight  tell m
neutral,waiting on food.
worry," the problem is, superstars always deliver huge files! too much energy pixels"
neutral, talk with your hips
neutral, are u planning on doing cardio for 1.5 hrs? if so that is very reasonable  whatcha do last night?
surprise," plus, look at all the orbs! you either have ghosts or you need to clean the mirror"
love,alexander ovechkin is definitely my new favorite nhl player
worry, ha ha funny
happiness,chillin with my bros and a couple of yeunglings  does not get much better than this
neutral,it feels good to be good at something
love,kmf going smoothly so far. free stuff is always a plus.
happiness,playing pacman on itouch!  lol
neutral, ill check that out
happiness,at the reception eating some nasty ass pasta woot! but other than that its beautiful!
love, oh n should not you be shopping for a lovely gift for your delightful mother.
love,happy mother is day nfty!!
love, jackson rathbone!
worry, my dad told me music that has the power to heal the soul. sure is true of yours
neutral,"about to head to the strand, goodnight"
neutral,watching the seeker
neutral,holy crap i am exhausted! resting up so i can go see wolverine later
neutral,taking in the local art
sadness, on a saturday? not so cool friend. same job  different position! let me know when your in town again!! miss u
happiness," that is awesome dude, yay for surprise celebrities!  i got to meet him a few years ago, he was soo friendly."
neutral," second wife, what?"
sadness,im feelin rite.. the mood flor twitter after dark..
neutral,sountrack de juno me deixa feliz
happiness, not having your lights on concerns me! lol! stay safe!
surprise,headin 2 chilis mr. presidente is callin my name! then 2 the ice house
neutral,"what are some good places to eat in los angeles, want to try something different today"
love,finished proofing the wedding from march .. now just waiting for export and upload before i can share  still have 2 more sessions to do!
happiness, good!  now let is go get this done.. ww.hennesseyblack.com
worry, are they abusing your service? manual follower management is a pain. i love the style.
worry, whaat? that would seem to be a very powerful spell. kind of tips the scale in their favor.
love, haha one of the many reasons i love you
love,"do you know what? i have a good little life, and i love it."
happiness," it really made my night. infact, it made my weekend! well done."
neutral," yes, that does sound like a distinct advantage. fortunately, i enjoy being female."
love,naps are so lovely
sadness,im joining twitter  lol
happiness, do i discern a request for hulu support? excellent idea!
neutral,
happiness," oh girl, get that baby going to bed at 7pm!"
worry,"..oops again, the reply button is the right of the msg..now i will stop spamming"
surprise, looking forward to it. we are sitting at the bar.
surprise, get  the twilightguy on your show
happiness, thanks so much! i will be back on tour soon. two new books in the pipeline!
sadness,we did what we had to do
neutral,got into the show early. jackson is chillen. lil shorty
happiness, we do! its been to long! i think i have next weekend open. when are you going to have the house warming party
love, a lovely weekend thank you  whats it like where you live? exciting im sure  night night xx
worry, sometimes .. you just have to write it off .. and start from the top of your tweet stream.  the past has happened
love,"good morning, everyone!"
love,i absolutly love kill bill vol. 1!! i think lucy liu is soo gorgeous!!
neutral,just back from graduation.  two more doctors in the family now
neutral, left a comment on your blog post
worry,havent been on in awhile.  no point anyways
happiness,at least i get to watch over time  let is go pens!!
neutral,"takes the 554 to willoughby, st. nelle, glie, old oak center, the big mall.  so many places to choose from.."
neutral, a great song by east clubbers
worry,and i just left ana is. graduation and u saw laura carlos is ex and she is still whack
love,happy mothers day
happiness," oops, me and my drunken stupor lol. ima check it out"
neutral,cotton candy milkshake
surprise,home in carlsbad with the whole family for mother is day!
happiness, thanks so much alex! best wishes for the day to you and yours
love, that is a good pic  all the guys looked good yesterday tho..do not ya think?
love,i have a crush on someone!
neutral,"hey the letter i sent finally came back today, ill stuff its contents in with the other letter and send it off to you tomorrow"
worry, absolutely!
neutral, aww. its cool. i ate too much ice cream
happiness,playing d.j in ray is ride! on our way to have some delish sushi
neutral, i am both. but more girl than guy.
happiness," i would lime them. or lemon?  and deal, sounds fabulous to me!  text me up when you are back"
surprise," o yea? aww, how sweet!! u r good kids!"
love,i laff the rain
neutral, and movies too!!
happiness," its cool, and thats good"
happiness," haha, true  thankfully the regular keyboard does the job.. most of the time."
love, babylove em homenagem ao baby d
surprise, woohoo very cool see i knew u would get to see her
love, thank you! marc jacobs thou ..love limited too
happiness, btw i still ca not believe how awesome the newjabbakidz performance was..u in the masks..i screamed at my pc
love,whats this? a night out with ? sounds like trouble.. the good kind
surprise,at the theatre.. seeing star trek for a second time becuase i am that cool
neutral,sum1 said this would be huge one day..smart guy
love,  congratulations on your shirt btw!
worry, i love koda!! he is soo cute!! you guys have that in common!!
worry,fuck you is all i have to say
happiness,happy imma get to see some lovely ladies
sadness," wow, you mom has a lot of energy. i am getting tired just reading your tweet and ur living it."
happiness,i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!
worry, um..how long has it been since you slept?? startin to worry over here.. well i hope you are having fun.. lots of love to you
happiness, well i guess they think of everything  thanks so much for keeping the fans in the loop
love,"dont worry baby i will eat sum cake for the both of us , i will hit u up wen i get back. bye, dont eat too much at home"
neutral, i would rather do the early run..but i am a morning runner
worry,  i am taking a million songs from your blip.fm station thing. sorry
love, i drink my corona is sans the fruit.  perhaps i am just lazy.
love, happy mother is day!
love,"in bed now  tonight has been really really funny, best family ever !"
happiness,live long and prosper
neutral," btw, do not plan anything for next sunday. but do find out times they are showing wolverine. i will take us to the movies!"
happiness,karaoke at a small town bar. having a wonderful time!
happiness,oh it is so sunny.
love, thanks mama ! i absolutely adore her
happiness,on the way to kuya jordan is house for an o is sleepover  !
worry,"  if in doubt, wash separately  normal concern is something fading onto the white."
happiness,happiest girl in the world.  best weekend ever and i ca not wait for next weekend either!!  so grateful for all my blessings!
sadness, btw i still ca not believe how awesome the newjabbakidz performance was..u in the masks..i screamed at my pc
happiness, hahaha that was funnyy!
happiness," so glad, i hope yall make it back down near new orleans"
surprise,is off to somewhere.
happiness, i just read your twitter bio. love it. very clever and cute. i am all about smiles.
sadness, and i still recall how helpful you were way back when as i struggled on an ar contest question..
happiness,yay! bannerbomb for the wii is finally out. i can run homebrew on my 4.0 wii.
happiness, maybe  but you start to really like a team after living 12 years in the city.  was there for 2 cups.  awesome!
worry, you mum sounds so humble ! what a sweet thing to ask for
happiness, lol..he was cool! shoot..
happiness, welcome back
worry,having a long island ice tea
worry, trent wore that shirt at my show
worry, miss you too kid i sent msg to you on yt
worry,causee not everyone can pass the challenge test duh
love, had one of the female servers tell her ass looks big in those pants. she will worry all night long lol
love,"i just got my neighbour to sign up, follow her on  xoxo"
neutral," send that along, lady."
neutral, not if i am not on the list
love,  thanks for the ff  i think i should start doing these too
worry,just snuck out my window.. now im laying on my roof looking at the stars. its a nice night out tonight.
worry, but i can still putt 30 yards longer than you can hit your driver
neutral, just watch evan longoria
love,  aw. how nice  haha
worry, get well soon! god is watching over you
love, i need lele to answer mee! haha.
neutral, what is for dinner?
sadness, aww. so that is him. nice attempt at hiding from the camera
neutral,gonna eat pizza. what are you doing??
surprise,off to prom. say hi to me
surprise,"for the record, john mayer is freaking cool."
love,happy mothers day to all you mums out there
worry, sorry my friend .. but  is paying the mortgage!
worry,nyappy mother is day to your mom is.
neutral, tehe. it was on the 9th
love,"working security for the club tonight. first time working it in about a month. should be interesting. oh, and hi kelsenator!"
neutral,mothers day
worry," you drank it on the sly, did not you and that is why you are asking. i know how you are"
love," thanks so much..i am so glad i have a productive, loving, happy, law abiding, assisting others..son!"
surprise," ah, i see now. cool dude"
happiness,heading to kitsilano for a bbq  this weather is b.e.a.. utiful!! x
happiness,had such a fun time with allegra tonite!! we saw 17again!! good movie
happiness,headed to the beach with puppy maverick hugs and much aloha
neutral,twitter criado.
worry," im doing ok.  i have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, i guess."
love,going to see star trek with my babe  im actually excited about this hah
happiness,  for reals. it is lovely being around someone so refreshingly analog in his interests
worry, i apparently have crappy typing skills..lol sorry
surprise, thats good!  keep it up guys! would love to come down and visit sonetime
sadness,a successful shopping day
surprise, .. did you have to bust a cap? tell me you had to bust a cap for jesus!
worry,my mum would be happy to receive 2 handbags and a card from us today. hehee.
happiness,viviann is all minee. yumm
neutral,sweet! when are they going to be publicly available?
sadness,"back then i did not know why you were misunderstood. so now i see thru ur eyes, all that u did was love. mama, i love you"
neutral, i was talking about the margarita machine.
surprise," blow me away it is raining harder here. yay you, well done"
sadness, heidi just finished her set at stiff kitten with aundy
love, he is gonna do it for mothers day  ever notice papa looks like squiggy from laverne snd shirley. i love him.
neutral, jeremy.. you made me want sushi.
love,aw! tear! i feel special to da family.  haha thanks girls i love yal
neutral,just got back from tori is. watching shark boy and lava girl
neutral,after a little bit the drink is not actually so strong anymore
worry," mm it all sounds tasty. i had some spiced rum earlier, yummyy also herbs are always good although better when shared"
neutral,
happiness, home friday makes me  too!!
happiness,is closing at 10 instead of 12 yay!!  just 15 min till i can go home and talk to my lovebug!!
love," i know! i can barely believe it is almost over! thanks for the review, lovely!"
neutral, doing okay. how are you doing?
happiness, you guys are moving to la?! why so far? but we shall make a castle before you leave!
happiness,not letting anyone get me down  tired of taking on other people is pain all the time! i am a happy person with or without drama.. om..!
happiness,home from work
love,"the play is over, it was really good"
neutral, following them all.. you are creating a little flock of paddling twitterers..
surprise,"not at prom. ha! chinese, iced chai, and some old school pokemon. good night"
love, together
worry,exhausted after coming home from a swim this morning! it is more tiring than i remember! happy mothers day
happiness,thx for the tip.  how did you figure that one out?
neutral,out with audrey
neutral, i will wear mine too!
happiness,i am officially a kindergarten cop
love,this is the last time to get it right..  hello loves..
neutral, i knew something was wrong with this guy.  now it is been confirmed!  thanks for the pic!
love, thanks for the reminder tony
love,"relaxing at home, loving my mom"
worry,that is how you go from series to season. the days of being an elite team are over in dallas. epl derby day tomorrow. tell me what i miss.
worry,now watching kill bill vol. 1  i love movies so much.
love,"home from gallery opening in woodstock, ny. frined had work on display.  much great, cool and interesting art to be seen."
happiness,chillen with csla.. waiting to start.. watchin pacquiao rerun..
surprise,"  thanks sissy!! be sure to check ur myspace tonight, it is gonna be something! luv ya!!"
happiness, hahaha! yes i am!  lil jon is the freakin jizzle! u know i named my 1st puppy after u? lil jizzle..remember? lol..xoxox
neutral,ahh the calm after the storm.  all is quiet. night everyone and happy mothers day to those it applies to
love,in the car on the way home from the mall. i got four new adorable items of clothing that i am really excited about!
happiness,almost dun choreographing the dance
neutral, nothing beats nurofen plus!
worry,"thank you, gerbino, for forcing us starting junior year to make survey mockups. let me tell you how super helpful this skill has been."
worry,leaving the beach .. having a great day with vicente .. we needed this time together
happiness,went swimming with the fam for over 2 hours! we are a little toasty
happiness, hey padster..it is a dirt track.  thx for the info! i got 3 miles in
happiness,is having a jam session in her room and then seeing star trek..again
happiness, soo happy your back!
neutral, haha my roommate are watching that! i have a huge crush on landon.
neutral, he is a lucky baby. he has a wonderful family  do u know when u could take him at home?
worry,"hmm.. if i skip the grocery store and head to walmart, i could potentially leave with so much more."
neutral,gonna go watch jackson is band play and then going to the band after party
love,happy mother is day! she liked the poem.
happiness, sweet! thanks!
worry,just got home from a partyy. had a good time. ca not wait for my birthday in 7 days!
neutral,changed my username
neutral,is playing with windows 7 rc
happiness,on my shoot with ron and torey! have lots of fun
happiness,listening to some music!
surprise," this is twistory.. in the making. yeah, i stole that one from you"
worry,just found two very moldy and squishy reasons why non cracker based foods are not allowed in the play room. when mom is away..
love,had a little romantic date with suzy in uptown
sadness," yeah i was kinda bummed, but tell them i am gonna miss them too! i loved your class! you guys made student teaching fun."
worry, i thought it was pretty good! i am not a die hard trekkie either.
love,oo! i am lovin the first lady is fuschia sheath dress! tres chic! i want her arms!
neutral,have to eat my veggies today.mashed corn and string beans.but have steak along on the side
happiness,"  yeah i saw, looks like hard work, but i would know  whats upp handsome"
neutral, i am at the terrance middle by the left side center. i see u
neutral,"on my brothers phone, using the internet"
neutral,"am fost la obosession..a fost cam trist, ca am fost singurul treaz.."
love, thank you! i really appreciate that babe
happiness,watching miley cyrus on youtube!
neutral,this cigarette is so relaxing
love, hahahaha! i laughed my ass off just now. thanks
neutral, now that you say that you do look like demi  hahaha!! yess august 2nd will be a blast
neutral, scooby is yours. because he is different than the rest
love," lol well, rbi is the one that schooled me on the art of djing when i was a teen. i call him my jedi master."
worry," i really like miller park too  too bad the cubs are not leading, hopefully they can get it together soon"
neutral," nope..not drunk..sometimes i think maybe i should..then maybe twitter would make sense, ya know!"
love,itt is the big time saturday night  playing canasta then a movie then..psych homework?  stay shiny and love everybody!!
love,at the fashion show supporting my allison
happiness,the sun is out here in melbourne! happy mothers day to all the mums out there
neutral, good luck tonight! canadas east coast is watching
surprise,at tgc concert  good to see old friends and remember the old times!
love,happy mothers day
neutral,babysitting my hubby cam cam
neutral, i see your date is showing you a good time  still want a stripper picture
happiness,"home from ghosts of girlfriends past with my lovely luddite  not exactly high theatre, but a good date movie!"
neutral, tell me what you think of pride prejudice and zombies . . . if you are not all hyped up on sugar
happiness, i am glad you liked it  want more?
worry," good,get some rest moneymaker"
happiness, brad is face when he saw that gift is priceless!! thnx nat!
sadness,pappadeux has some yummy strawberry lemonade
sadness,i am causing trouble with my partner in crime.
love,awe my mommy just said she loves the cat  meow. apparentlly the cat cried when he was born.
love, were gonna go crazy before you leave
happiness,is enjoying family time. hoping to be able to make a graceful exit and enjoy some friend time soon
happiness, hehe
happiness,today is my first mothers day with my little boy. hope you are having a beautiful mothers day too
happiness,waiting for the plane at the airport  so exited bout going to tasmania see ya when i get back
happiness, well done! happy for ya.
happiness,happy morning to everyone!
neutral,
happiness, you are too sweet girl!! my food was soo good
happiness,"i always have 2 do xtra cleaning b4 leaving.. so now were on da road  on 2 springhill suites, then cafe 360, yum!"
worry, feeling any better hon?
neutral," when your wife is a teacher, you spend a lot of time indoors.  trying to take some stress off the admin for may, writing often."
love,playing my new ds lite!  love it!
neutral,  hi to one kiwi artist from another kiwi artist
love,hey my luvs! miss you all . .got the email thanks. jglam i will call you in a bit
happiness,"helping devin at his photo studio. i am sitting back, sipping a green apple martini, and watching him assemble everything."
neutral, it is the little thing that links us to england
happiness,about to play my first game of apple to apples!!  wish me luck..
neutral, hi to you too.
happiness, that sounds like fun
happiness,really really getting excited!
happiness,at home with her fam  see you in como tomorrow!
love,"bored, making a mothers day card"
neutral,dad and mum are heading that way and i normally jump in the middle and thash about a bit while having cat chasing dreams
neutral, sure
love,i am coming up with a new plan with my bestie. oh this one is gonna be great.
worry, i look forward to your new cd  big fan
worry,"  sorry, we will try to keep it down."
neutral,listening to a del barrio records release. i think cmyk music will have competition over minimal techno in madrid land.
love, thanks so much! we love fanmail  talk to us anytime
love, thanks! i love a good bargain.
neutral," there is only one you..therefore, you are an absolute original. see? hanging with artists is good for the soul"
worry,yao..broken foot..so much for that series  denver is next
neutral, thanks
happiness,swimming party at my brothers tonight. i had an awesome time.  since when am i a sissy about cold water?  who am i?  loved today!!
worry,"presentations done, project done, 1 exam done, 3 exams to go!! i turn 21 this friday!"
love,happy mother is day to us  for not bein mammas yet and being lucky enough to live our lives a little 1st
happiness,star trek was grtsat bggeting drunk now
worry," link wo not open, but i will try it when i have a better connection tomorrow. i am curious now"
worry,"scream just played on my ipod. first thing that comes to mind, bear machinee!! lol"
neutral,watching jurassic park.  i havent seen this movie in years.
happiness,reds win! great end to a great day
worry,"john, are you sure we are not mtb?"
neutral,i see 
surprise,catching up on 2 weeks of lost and grey is!!  house is quiet again.
worry," u welcome babe, kill the show! yuupp!"
neutral, iight thanks.
worry, purrs.. ooh that will do
neutral,now only with windows 7
surprise,  hey!! how are you?? you found me
love,finally finished my marketing project only took me 7 hours..now just hanging out and relaxing
love,i am watching the episode 3 of jonas omj
love,i have coffee and a sociology paper to complete. happy mothers day
worry, after we pissed you off
love,  hey honey  bunny here  big bunny hugs
neutral,"is on the phone with lena, czerina, and libby"
surprise, please bring  to your show
neutral,is finally allowed to go out
neutral,waiting the next release
neutral," well, i know i am!!"
sadness,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night
love,getting reading to head home..work on that baby quilt..can hardly wait to kiss that bald little grandbaby head  55 days to go..
neutral," well, not all. just stay away from those kinds and surround yourself with those who do not. happy mother is day to ur mom, treiz!"
happiness, its cool
love," thanks,i think your the first girl to say that..besides my mom"
worry,at green hill with my phi mu girls for spring formal 2009!! yeah man! do it
worry,new phone pwns
worry,ahh my mommie got me new sheets for my bed  so comfy
happiness, you are welcome! it is been a wonderful day  how about you? stayin outta trouble or should i be ready to crash a party? lol
happiness,morning sunshine
happiness, i will give him a hug when i see him  tell him i say hi
happiness,my mom just came home and she finally got me a guitar strap! yay!
neutral,anybody have special drink requests for my party thursday?
neutral, i shall drink lots
love,eating at zippys with candace!
neutral, you fail. at life.
neutral, i was at the outlets too
surprise, lol have whoopi? who are u chuck woolery?
happiness, wow. that is looks really good. i wish i had some. was it good?
neutral, yep.  working on the post now
worry," not living, just trying to earn the grocery money.  i do enjoy eating at least once a day!"
neutral,happy mother is day to all beautiful mother. may your love shines the world  thank you mum..
neutral, are you call that winning?
love,happy mothers day mummy
happiness," last weekend i had a pretty solid brunch at bar wellington. hard to screw up steak and eggs, though"
love,tweep tweep haha
love, thanks for sending the link.
neutral,  psst new blog up.. comments me likey
worry,happy mom is day.  i have not bought a present for my mom yet. what should i get her?
love,oh how i love my family.
neutral,shopping!
love," hi nic, i was so excited to heard that pcd will perform in jakarta. i hope u will visit my town, bali as well. love ya !"
happiness, hahahah tell me about it tomorrow then
happiness,happy mother is day to every mommy out there
worry, do not we all!
love,enjoying mother is day
neutral,watching ace of cakes
happiness,ahh now if you go away  by  is on  yay my other fav song of theirs
happiness,happy to see kurt spin.
neutral,loove the comedian in obama! hahaha . man  i love this event. someone get me a pic of dennis leary and his wife
love,there is nothing like a mama is hug in the world.
love,i feel like a princess.  i love lingerie parties!
neutral, or get up on that michael jackson ish.  not a bad look imo
happiness,"law and order! yeah, i stay home on sat nite!"
neutral, like the name  what kind did you get?
neutral,ha that was cliche.
happiness," wow, i have not watched that movie in ages. it is quite fantastic."
love," hii,i freaking love you  i would be the happiest 13 year old girl alive if you replied to this."
neutral,grad present photos on facebook
worry, got it! your in the rundown.
happiness,happy mother is day to all the mothers out there!!
happiness, aww nice
neutral,first weekend at home
sadness,sitting outside in the cold by the ocean with a glass of wine.
surprise," i am not sure what stracchino is, but it sounds good."
neutral, i could get away with it. dare me? i will go buy it tomorrow
love,"  you can have  ice cream, i will have  kiss."
neutral, i want to know when the auditions are mander! text or..reply please!
surprise,going to sunnybank
neutral,my dad is mad cause i hid in my room for his entire dinner party
neutral,but i am talking to the boy first
worry,  awwh i heard from daniel that you were sick. feel better!
happiness, of course i do.. such an adorable face.
neutral,"nothin better then ridin in a car with your sister while blasting th, cb and lady gaga so loud you cant hear yourself screamin the lyrics"
happiness,lossing power while your in your house alone? not fucckingg cool. party at cakss!
love," i want 2 see that movie, too!!  have fun!"
neutral, a mouth for sure
neutral,watching role models.. absolutely hilarious
worry,"chillin with my family. we are getting tacos from ochoa is, they have the best food in all washington county"
happiness, hahahahahahahahahahahahaha  that could be interesting
surprise,mothers day..love you madre  chels tonight. cant wait for her to see her present!
neutral,  i have no idea!! but all white?? weird!! but not bad
neutral, umm. idk. courtney is date is hooking us up.
happiness, hi 80th fallower
neutral,guinness at coogars
worry, hehe yeah! its funny that updating people on the random things you do is so amusing.
happiness, oh yay! glad you are there and having fun with the baby.
love,i love metal gear solid 4 and valkyria chronicles.
neutral,i am such a nerd. reading my first of many books this summer
love,i love when my hummingbird comes to visit me at the feeder.
happiness," thank ye, vaneta.  much appreciated"
happiness, thanks again for coming out to support us  you rock!
neutral, i do show some discretion occasionally
happiness,goodmorning !
neutral,chillen trying to figure this thing out gettin drunk
love," maureen, love to see you here on twitter"
neutral, what was said?
neutral,vega under firee
neutral, hehe sure thing
love,dinner with the fam.. i have missed them
neutral," are you headed to a conference?  oh and if you are doing the book buying ban, you can always borrow, right?"
happiness,seeing star trek tonight! super stoked.
surprise, it is already over? damn!
worry,"it would sicken most, the number of ways i am able to tweet"
surprise,it is mothers day today
sadness, have someone help you with the makeup..you gots to go out looking fine  and have another shot
neutral," i have to go soon, please can you do a contest!!"
happiness,"we did it last year right around the time the black parade is dead! came out. awesome times, man."
love, i am sure its very cute.
love,about to watch jonas!  i love dvr! 
love, sounds like a great way to to start mothers day! enjoy your day
love, thanks night
love,"so star trek pretty much rocked my life .. oh wait, it did rock my life"
love," good luck whit the show tonite man, ill be watching"
neutral,waitin for some fall out boy
happiness, isp all sorted i gather?! cheers for the bday wish too
love,reunited and it feels so good
love," i watched a little today! did not know you were sick, you did awesome nonetheless! hope u feel better"
worry,chillen just started on twitter.
neutral, i am learning to
